Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
054-934-019-990-090,ActiveAI: Introducing AI Literacy for Middle School Learners with Goal-based Scenario Learning,2023-01-01,2023,preprint,arXiv (Cornell University),,,,Ying Jui Tseng; Gautam Yadav,"The ActiveAI project addresses key challenges in AI education for grades 7-9 students by providing an engaging AI literacy learning experience based on the AI4K12 knowledge framework. Utilizing learning science mechanisms such as goal-based scenarios, immediate feedback, project-based learning, and intelligent agents, the app incorporates a variety of learner inputs like sliders, steppers, and collectors to enhance understanding. In these courses, students work on real-world scenarios like analyzing sentiment in social media comments. This helps them learn to effectively engage with AI systems and develop their ability to evaluate AI-generated output. The Learning Engineering Process (LEP) guided the project's creation and data instrumentation, focusing on design and impact. The project is currently in the implementation stage, leveraging the intelligent tutor design principles for app development. The extended abstract presents the foundational design and development, with further evaluation and research to be conducted in the future.",,,,,Computer science; Variety (cybernetics); Process (computing); TUTOR; Project-based learning; Literacy; Knowledge management; Artificial intelligence; Mathematics education; Pedagogy; Psychology; Programming language; Operating system,,,,,https://arxiv.org/abs/2309.12337,http://dx.doi.org/10.48550/arxiv.2309.12337,,10.48550/arxiv.2309.12337,,,0,,1,true,cc-by-nc-nd,green
055-013-315-255-410,Build-a-Bot: Teaching Conversational AI Using a Transformer-Based Intent Recognition and Question Answering Architecture,2023-06-26,2023,journal article,Proceedings of the AAAI Conference on Artificial Intelligence,23743468; 21595399,Association for the Advancement of Artificial Intelligence (AAAI),,Kate Pearce; Sharifa Alghowinem; Cynthia Breazeal,"<jats:p>As artificial intelligence (AI) becomes a prominent part of modern life, AI literacy is becoming important for all citizens, not just those in technology careers. Previous research in AI education materials has largely focused on the introduction of terminology as well as AI use cases and ethics, but few allow students to learn by creating their own machine learning models. Therefore, there is a need for enriching AI educational tools with more  adaptable and flexible platforms for interested educators with any level of technical experience to utilize within their teaching material. As such, we propose the development of an open-source tool (Build-A-Bot) for students and teachers to not only create their own transformer-based chatbots based on their own course material but also learn the fundamentals of AI through the model creation process. The primary concern of this paper is the creation of an interface for students to learn the principles of artificial intelligence by using a natural language pipeline to train a customized model to answer questions based on their own school curriculums. The model uses contexts given by their instructor, such as chapters of a textbook, to answer questions and is deployed on an interactive chatbot/voice agent. The pipeline teaches students data collection, data augmentation, intent recognition, and question answering by having them work through each of these processes while creating their AI agent, diverging from previous chatbot work where students and teachers use the bots as black-boxes with no abilities for customization or the bots lack AI capabilities, with the majority of dialogue scripts being rule-based. In addition, our tool is designed to make each step of this pipeline intuitive for students at a middle-school level. Further work primarily lies in providing our tool to schools and seeking student and teacher evaluations.</jats:p>",37,13,16025,16032,Chatbot; Computer science; Question answering; Personalization; Terminology; Artificial intelligence; Curriculum; World Wide Web; Multimedia; Pedagogy; Psychology; Philosophy; Linguistics,,,,,https://ojs.aaai.org/index.php/AAAI/article/download/26903/26675 https://doi.org/10.1609/aaai.v37i13.26903 https://arxiv.org/pdf/2212.07542 https://arxiv.org/abs/2212.07542,http://dx.doi.org/10.1609/aaai.v37i13.26903,,10.1609/aaai.v37i13.26903,,,0,,7,true,,gold
057-391-173-089-293,From Lecture Hall to Homeroom: Co-Designing an AI Elective with Middle School CS Teachers,2025-01-22,2025,journal article,International Journal of Artificial Intelligence in Education,15604292; 15604306,Springer Science and Business Media LLC,Netherlands,William Gelder; Xueru Yu; David Touretzky; Christina Gardner-McCune; Judith Uchidiuno,,,,,,,,,,National Science Foundation; National Science Foundation; National Science Foundation; National Science Foundation; National Science Foundation,,http://dx.doi.org/10.1007/s40593-024-00449-3,,10.1007/s40593-024-00449-3,,,0,001-941-812-220-705; 011-958-718-292-87X; 016-334-360-930-529; 016-422-878-661-626; 016-751-904-813-329; 017-234-475-248-501; 026-218-467-231-183; 028-702-069-138-546; 032-462-916-579-524; 039-580-305-437-959; 043-530-068-618-738; 052-860-717-946-319; 053-052-175-003-930; 058-175-182-970-373; 064-479-299-911-182; 064-811-520-753-841; 070-133-993-945-242; 078-956-455-582-446; 083-965-899-413-913; 085-200-372-308-226; 088-572-888-855-630; 088-932-117-148-520; 096-824-929-866-802; 103-387-584-387-062; 104-123-274-725-182; 109-876-619-562-277; 114-722-529-888-766; 120-012-563-544-191; 123-969-610-853-799; 127-077-319-820-221; 146-015-029-745-329; 147-065-460-283-645; 155-704-524-233-152; 174-092-349-366-728; 175-199-787-939-801,0,false,,
059-663-902-482-597,An Effectiveness Study of Teacher-Led AI Literacy Curriculum in K-12 Classrooms,2024-03-24,2024,journal article,Proceedings of the AAAI Conference on Artificial Intelligence,23743468; 21595399,Association for the Advancement of Artificial Intelligence (AAAI),,Helen Zhang; Irene Lee; Katherine Moore,"<jats:p>Artificial intelligence (AI) has rapidly pervaded and reshaped almost all walks of life, but efforts to promote AI literacy in K-12 schools remain limited. There is a knowledge gap in how to prepare teachers to teach AI literacy in inclusive classrooms and how teacher-led classroom implementations can impact students. This paper reports a comparison study to investigate the effectiveness of an AI literacy curriculum when taught by classroom teachers. The experimental group included 89 middle school students who learned an AI literacy curriculum during regular school hours. The comparison group consisted of 69 students who did not learn the curriculum. Both groups completed the same pre and post-test. The results show that students in the experimental group developed a deeper understanding of AI concepts and more positive attitudes toward AI and its impact on future careers after the curriculum than those in the comparison group. This shows that the teacher-led classroom implementation successfully equipped students with a conceptual understanding of AI. Students achieved significant gains in recognizing how AI is relevant to their lives and felt empowered to thrive in the age of AI. Overall this study confirms the potential of preparing K-12 classroom teachers to offer AI education in classrooms in order to reach learners of diverse backgrounds and broaden participation in AI literacy education among young learners.</jats:p>",38,21,23318,23325,Curriculum; Mathematics education; Literacy; Computer science; Pedagogy; Psychology; Medical education; Medicine,,,,,https://ojs.aaai.org/index.php/AAAI/article/download/30380/32443 https://doi.org/10.1609/aaai.v38i21.30380,http://dx.doi.org/10.1609/aaai.v38i21.30380,,10.1609/aaai.v38i21.30380,,,0,,1,true,,gold
063-483-456-310-766,"Testing, Socializing, Exploring: Characterizing Middle Schoolers' Approaches to and Conceptions of ChatGPT",2024-05-11,2024,conference proceedings article,Proceedings of the CHI Conference on Human Factors in Computing Systems,,ACM,,Yasmine Belghith; Atefeh Mahdavi Goloujeh; Brian Magerko; Duri Long; Tom Mcklin; Jessica Roberts,"As generative AI rapidly enters everyday life, educational interventions for teaching about AI need to cater to how young people, in particular middle schoolers who are at a critical age for reasoning skills and identity formation, conceptualize and interact with AI. We conducted nine focus groups with 24 middle school students to elicit their interests, conceptions of, and approaches to a popular generative AI tool, ChatGPT. We highlight a) personally and culturally-relevant topics to this population, b) three distinct approaches in students' open-ended interactions with ChatGPT: AI testing-oriented, AI socializing-oriented, and content exploring-oriented, and 3) an improved understanding of youths' conceptions and misconceptions of generative AI. While misconceptions highlight gaps in understanding what generative AI is and how it works, most learners show interest in learning about what AI is and what it can do. We discuss the implications of these conceptions for designing AI literacy interventions in museums.",,,1,17,Computer science; Cognitive science; Psychology; Human–computer interaction,,,,National Science Foundation,https://dl.acm.org/doi/pdf/10.1145/3613904.3642332 https://doi.org/10.1145/3613904.3642332,http://dx.doi.org/10.1145/3613904.3642332,,10.1145/3613904.3642332,,,0,000-628-286-408-662; 002-319-727-112-933; 004-142-933-150-22X; 006-633-730-485-694; 009-938-615-887-600; 012-077-366-427-246; 024-169-809-005-549; 032-956-494-087-182; 037-550-015-414-716; 039-331-140-422-179; 039-417-296-140-423; 039-913-549-638-346; 040-179-900-330-624; 040-451-766-970-910; 040-454-852-203-308; 041-792-088-946-533; 044-215-460-853-624; 045-312-168-392-649; 046-105-898-251-455; 051-494-333-304-954; 052-162-251-728-775; 054-630-404-718-875; 054-856-251-200-662; 056-679-482-190-324; 058-175-182-970-373; 060-439-276-982-656; 060-965-195-681-624; 064-811-520-753-841; 064-822-563-455-194; 068-932-067-337-36X; 074-032-408-661-779; 076-047-125-264-073; 076-455-876-586-05X; 081-960-631-007-927; 082-928-955-808-524; 089-132-485-753-661; 089-505-214-525-877; 093-697-177-439-956; 094-394-933-661-463; 094-775-080-066-900; 095-053-794-199-504; 099-771-304-566-319; 101-933-941-309-410; 107-178-560-942-898; 110-157-585-447-418; 110-817-307-933-281; 123-387-092-687-312; 127-760-577-529-986; 129-892-094-684-444; 133-308-256-721-615; 134-362-535-502-603; 149-506-605-473-137; 151-009-677-081-604; 167-861-323-159-931; 173-113-542-488-456; 178-861-468-462-439; 182-272-288-504-661; 189-185-046-815-191; 191-886-989-110-502; 196-949-524-805-096,1,true,cc-by,hybrid
065-313-909-362-923,Artificial Intelligence (AI) Usage and Its Influence to the Students’ Academic Writing: A Quantitative – Correlation Investigation,2024-01-01,2024,journal article,International Journal of Research and Innovation in Social Science,24546186,,,Sherly Mae L Dingal; Christine Joyce P. Balbin; Symie Gel L Buenafe; Philip Emmanuel M Buenavista; Cherlene A Cabrera; Vianey Mae T Lorica; Arnie M. Olalo; Loniecess Anthon A. Pataganao; Mary Ros A Wahing; Krystal Joy M. Clamares; Anna Marie O. Pelandas,"This study dealt with the artificial intelligence (AI) usage and its influence on students’ academic writing. The primary goal of the study was to determine the level of artificial intelligence (AI) usage and students’ academic writing in terms of their respective indicators, the significant difference between artificial intelligence (AI) usage and students’, and what domains of artificial intelligence (AI) substantially influenced students’ academic writing. Also, this study utilized a quantitative-correlational design with 335 participants among Junior High School and Senior High School students in Lorenzo S. Sarmiento Sr. National High School. The average weighted mean, Pearson R, and multiple regression analysis were the statistical tools used in this study. Along with this, the results showed a high level of artificial intelligence (AI) usage in terms of satisfaction, AI literacy, relevance of AI, and confidence. Likewise, results showed a high level of students’ academic writing in terms of usefulness, ease of use, and attitude towards usage. In addition, there was a high correlation, and a significant relationship between artificial intelligence (AI) usage and its influence on the students’ academic writing. Hence, this led to the rejection of the null hypothesis. The domains of artificial intelligence (AI) usage that influenced students’ academic writing are the relevance of AI, confidence, and AI literacy. While satisfaction, as a domain of artificial intelligence (AI) usage, had no significant influence on students’ academic writing. Thus, educational institutions could harness the positive influence of artificial intelligence (AI) on students’ academic writing, creating a more technologically advanced, collaborative, and effective learning environment while encouraging students to participate in AI-assisted activities contributing to better progress and improved self-regulated learning as they interacted with AI tools and their peers in an academic setting.",VIII,IV,1621,1627,Correlation; Mathematics education; Psychology; Computer science; Artificial intelligence; Mathematics; Geometry,,,,,,,,,,,0,,0,false,,
068-780-292-318-106,What are artificial intelligence literacy and competency? A comprehensive framework to support them,,2024,journal article,Computers and Education Open,26665573,Elsevier BV,,Thomas K.F. Chiu; Zubair Ahmad; Murod Ismailov; Ismaila Temitayo Sanusi,"Artificial intelligence (AI) education in K–12 schools is a global initiative, yet planning and executing AI education is challenging. The major frameworks are focused on identifying content and technical knowledge (AI literacy). Most of the current definitions of AI literacy for a non-technical audience are developed from an engineering perspective and may not be appropriate for K–12 education. Teacher perspectives are essential to making sense of this initiative. Literacy is about knowing (knowledge, what skills); competency is about applying the knowledge in a beneficial way (confidence, how well). They are strongly related. This study goes beyond knowledge (AI literacy), and its two main goals are to (i) define AI literacy and competency by adding the aspects of confidence and self-reflective mindsets, and (ii) propose a more comprehensive framework for K–12 AI education. These definitions are needed for this emerging and disruptive technology (e.g., ChatGPT and Sora, generative AI). We used the definitions and the basic curriculum design approaches as the analytical framework and teacher perspectives. Participants included 30 experienced AI teachers from 15 middle schools. We employed an iterative co-design cycle to discuss and revise the framework throughout four cycles. The definition of AI competency has five abilities that take confidence into account, and the proposed framework comprises five key components: technology, impact, ethics, collaboration, and self-reflection. We also identify five effective learning experiences to foster abilities and confidences, and suggest five future research directions: prompt engineering, data literacy, algorithmic literacy, self-reflective mindset, and empirical research.",6,,100171,100171,Mindset; Literacy; Curriculum; Computer science; Information literacy; Mathematics education; Psychology; Knowledge management; Pedagogy; Artificial intelligence,,,,University Grants Committee Research Grants Council,http://qspace.qu.edu.qa/bitstream/10576/55957/1/1-s2.0-S2666557324000120-main%20%282%29.pdf http://hdl.handle.net/10576/55957,http://dx.doi.org/10.1016/j.caeo.2024.100171,,10.1016/j.caeo.2024.100171,,,0,007-014-190-707-420; 009-803-178-043-363; 009-884-658-822-013; 012-730-047-111-956; 035-847-956-566-556; 037-565-575-599-319; 041-890-828-763-820; 044-894-482-018-096; 045-322-155-338-933; 047-438-434-093-200; 059-734-784-895-096; 064-948-517-429-482; 065-830-208-828-060; 068-992-303-641-342; 083-449-940-348-930; 086-576-199-859-009; 094-993-620-528-631; 096-862-572-537-949; 104-075-080-650-780; 110-338-606-909-208; 123-270-004-499-225; 130-656-093-027-873; 136-741-711-005-458; 141-916-006-014-781; 146-424-407-870-766; 151-265-109-014-246; 154-083-866-770-489; 159-046-550-244-828; 168-130-020-626-587; 182-317-637-268-115; 182-624-527-686-981; 190-592-564-643-741; 191-523-142-285-988; 191-651-294-139-484; 194-641-419-006-328,25,true,"CC BY, CC BY-NC-ND",gold
069-962-367-266-421,FIE - Artificial intelligence and computer science in education: From kindergarten to university,,2016,conference proceedings article,2016 IEEE Frontiers in Education Conference (FIE),,IEEE,,Martin Kandlhofer; Gerald Steinbauer; Sabine Hirschmugl-Gaisch; Petra Huber,"Artificial Intelligence (AI) already plays a major role in our daily life (e.g. intelligent household appliances like robotic vacuum cleaners or AI-based applications like Google Maps, Google Now, Siri, Cortana, …). Sound knowledge about AI and the principles of computer science will be of vast importance for future careers in science and engineering. Looking towards the near future, jobs will largely be related to AI. In this context literacy in AI and computer science will become as important as classic literacy (reading/writing). By using an analogy with this process we developed a novel AI education concept aiming at fostering AI literacy. The concept comprises modules for different age groups on different educational levels. Fundamental AI/computer science topics addressed in each module are, amongst others, problem solving by search, sorting, graphs and data structures. We developed, conducted and evaluated four proof-of-concepts modules focusing on kindergarten/primary school as well as middle school, high school and university. Preliminary results of the pilot implementations indicate that the proposed AI education concept aiming at fostering AI literacy works.",,,1,9,Mathematics education; Artificial intelligence; Applications of artificial intelligence; Educational robotics; Artificial intelligence  situated approach; Context (language use); Computer science; Analogy; Literacy; Reading (process),,,,,http://ieeexplore.ieee.org/document/7757570/ https://ieeexplore.ieee.org/document/7757570/ https://graz.pure.elsevier.com/en/publications/artificial-intelligence-and-computer-science-in-education-from-ki https://doi.org/10.1109/FIE.2016.7757570 https://www.computer.org/csdl/proceedings-article/fie/2016/07757570/12OmNvEyRad https://dblp.uni-trier.de/db/conf/fie/fie2016.html#KandlhoferSHH16,http://dx.doi.org/10.1109/fie.2016.7757570,,10.1109/fie.2016.7757570,2557717610,,0,000-608-558-908-276; 003-866-718-440-221; 004-251-667-554-522; 007-099-289-123-965; 012-122-428-303-776; 014-677-388-440-494; 015-827-628-905-631; 017-234-475-248-501; 017-495-436-038-857; 019-911-894-187-65X; 029-490-193-366-698; 032-131-787-426-954; 039-951-680-388-300; 044-073-583-036-439; 044-592-307-827-298; 045-054-147-758-139; 048-291-811-627-03X; 051-764-073-629-222; 054-694-286-624-802; 055-337-681-150-943; 056-457-988-787-255; 057-288-027-247-809; 071-428-754-922-283; 080-192-649-388-70X; 080-656-705-701-91X; 094-213-099-107-472; 094-907-662-376-599; 097-154-310-387-636; 099-944-129-616-579; 108-696-378-143-594; 108-745-586-491-575; 109-329-096-793-355; 111-251-396-018-857; 114-767-555-137-13X; 118-429-363-602-715; 126-082-311-983-894; 131-845-274-138-90X; 138-234-456-899-840; 140-136-104-214-257; 146-381-085-534-120; 150-699-496-652-484; 151-408-469-294-865; 153-144-661-393-077; 170-386-814-551-741; 178-856-492-553-457; 184-411-593-330-928; 184-677-673-894-545; 199-261-074-382-99X,146,false,,
078-550-710-596-870,Developing AI Literacy for Primary and Middle School Teachers in China: Based on a Structural Equation Modeling Analysis,2022-11-05,2022,journal article,Sustainability,20711050,MDPI AG,Switzerland,Leilei Zhao; Xiaofan Wu; Heng Luo,"<jats:p>As smart technology promotes the development of various industries, artificial intelligence (AI) has also become an important driving force for innovation and transformation in education. For teachers, how to skillfully apply AI in teaching and improve their AI literacy has become a necessary goal for their sustainable professional development. This research examines the correlations among the dimensions of AI literacy of teachers in order to promote the effectiveness of class teaching and the adoption of artificial intelligence literacy (AIL). Our findings are based on the analysis of 1013 survey results, where we tested the level of AI literacy of teachers, including Knowing and Understanding AI (KUAI), Applying AI (AAI), Evaluating AI Application (EAIA), and AI Ethics (AIE). We find that AAI had a significant, positive effect on the other three dimensions. Thus, based on the analysis, the government should take action to cultivate teachers’ AI literacy. In order to improve teachers’ AI literacy, the choice of curriculum, content, methods, and practical resources for special training should be diverse and committed to making AI literacy an essential enabler for teachers’ sustainable future development.</jats:p>",14,21,14549,14549,Literacy; Government (linguistics); Mathematics education; Curriculum; Enabling; China; Computer science; Artificial intelligence; Psychology; Pedagogy; Political science; Linguistics; Philosophy; Law; Psychotherapist,,,,China Children’s Center Children’s Artificial Intelligence Education Institute,https://www.mdpi.com/2071-1050/14/21/14549/pdf?version=1667901744 https://doi.org/10.3390/su142114549,http://dx.doi.org/10.3390/su142114549,,10.3390/su142114549,,,0,000-271-752-647-574; 000-517-268-078-629; 001-941-812-220-705; 003-852-536-995-384; 008-746-504-196-708; 010-500-720-569-830; 012-373-299-723-243; 012-730-047-111-956; 016-738-422-811-869; 019-459-647-340-997; 019-675-899-446-233; 021-343-119-005-113; 026-193-036-926-524; 028-702-069-138-546; 030-154-869-163-43X; 043-993-741-888-705; 044-055-708-723-904; 044-194-084-160-41X; 044-811-366-061-867; 045-471-634-173-143; 047-855-839-483-693; 049-250-890-113-656; 050-924-197-842-192; 055-533-229-813-921; 059-211-656-008-779; 059-931-415-965-469; 064-811-520-753-841; 066-057-377-841-697; 072-878-120-382-283; 076-886-150-308-16X; 080-532-640-017-505; 081-463-143-697-415; 084-421-409-288-330; 085-748-558-949-746; 086-049-491-145-623; 086-989-145-916-069; 093-190-306-880-914; 094-945-737-281-939; 098-075-989-438-612; 099-478-751-609-12X; 104-422-103-356-749; 116-953-447-460-185; 123-270-004-499-225; 125-460-939-653-873; 131-351-117-172-178; 136-741-711-005-458; 139-188-660-265-521; 147-476-522-574-47X; 147-476-583-444-599; 151-251-763-378-653; 157-429-904-751-268; 162-695-814-447-011; 163-161-512-986-853; 188-607-527-971-68X; 190-149-121-104-013,44,true,,gold
078-666-909-157-546,AI-Robotics and AI Literacy,2021-05-14,2021,book chapter,Studies in Computational Intelligence,1860949x; 18609503,Springer International Publishing,Germany,Amy Eguchi,"AI is considered as a rapidly advancing technological domain capable of altering every aspect of our lives and society. However, many developing countries lack the basic infrastructure needed for taking advantage of AI systems, which could worsen the new technological, economic, and social divides. Ensuring the inclusion and equity of AI in education is one of the challenges that we need to solve. How can we support the urgent needs of developing countries and the underprivileged communities so that the divide between “haves” and “have-nots” will not continue to grow? This is the core question that this project is trying to address. This paper introduces the AI-robotics project focusing on developing an open-source affordable AI-robotics tool to address the need to promote AI literacy around the world. CogBots, the AI-empowered educational learning tool, has been in development collaboratively with Google, CogLabs and UNESCO. The project targets upper elementary and middle school students to promote AI literacy, including the 5 Big Ideas in AI, using the AI-powered educational robotics tool and the Teachable Machine by Google Creative Lab providing a machine learning experience.",,,75,85,Sociology; Artificial intelligence; Inclusion (education); Domain (software engineering); Educational robotics; Equity (finance); Ai systems; Robotics; Literacy; Engineering ethics; Developing country,,,,,https://link.springer.com/chapter/10.1007/978-3-030-77022-8_7 https://link.springer.com/content/pdf/10.1007%2F978-3-030-77022-8_7.pdf,http://dx.doi.org/10.1007/978-3-030-77022-8_7,,10.1007/978-3-030-77022-8_7,3161136262,,0,015-290-736-525-25X; 058-175-182-970-373; 059-027-199-941-853; 127-872-847-838-209,2,false,,
081-583-143-429-257,Development and effectiveness analysis of middle school invention education program using AI: Focusing on Chat GPT,2024-04-30,2024,journal article,Korean Technology Education Association,15980839; 26716453,Korean Technology Education Association,,Hyunjung Kim; Young Min Kim,"<jats:p>The purpose of this study is to develop and apply a middle school invention education program using Chat GPT, an interactive AI. To this end, we developed and applied an invention education program using Chat GPT, an interactive AI targeting middle school students, and compared and analyzed it with existing invention education programs. The conclusions of this study are as follows. First, we developed and applied an invention education program using AI with high validity targeting middle school students.; Second, compared to existing invention education, the group that applied AI-based invention education used more diverse thinking techniques and came up with more diverse invention ideas. Third, the change in attitude toward invention improved in all groups, and the interest attitude and practical attitude factors improved more highly in the AI-based invention education group. Fourth, in the experimental group that applied the AI-based invention education program, students' artificial intelligence literacy improved. Fifth, in an environment of educational paradigm change that emphasizes digital literacy and AI, we were able to present a practical AI-utilized invention education program suitable for middle school settings.</jats:p>",24,1,131,151,Mathematics education; Literacy; Computer science; Artificial intelligence; Psychology; Pedagogy,,,,,,http://dx.doi.org/10.34138/kjte.2024.24.1.131,,10.34138/kjte.2024.24.1.131,,,0,,0,false,,
084-274-994-832-773,Development of an AI-Integrated English Writing Class Model for Artificial Intelligence Literacy: Focused on Prompt Engineering,2024-03-31,2024,journal article,Korean Association For Learner-Centered Curriculum And Instruction,15982106; 2671776x,Korean Association For Learner-Centered Curriculum And Instruction,,Minji Cho; Mirae Kim; Youngjip Yoon; Byoungchul Shin,"<jats:p>Objectives This study aimed to develop a model for an English writing class integrating Generative AI for artificial intelligence literacy.; Methods Literature and prior research on artificial intelligence literacy, prompt engineering, Generative AI, and the development of English writing class models were analyzed. The model prototype's purpose and theoretical foundation were established, validated for internal consistency by five experts in educational technology and English education. The prototype was tested with one English teacher and approximately 48 students over a two-week period in December 2023, refining its content for the final model.; Results To achieve this, 31 first-year middle school students in Seoul were assessed through pre- and post-tests to measure their attitudes toward artificial intelligence literacy and English writing. The final class model consisted of seven stages, distinguishing between learner, instructor, and Generative AI roles. Nine teaching strategies were applied to 39 detailed stages of the class model, aligning with instructional design principles.; Conclusions The developed model holds significance in encouraging students' divergent questioning and proactive learning attitudes through strategic and systematic integration of Generative AI interaction within the English writing class. Moreover, through the development of this class model and teaching strategies, it is anticipated to serve as an effective guideline for educators to design and implement prompt engineering-based Generative AI integrated English writing classes.; </jats:p>",24,6,135,157,Class (philosophy); Literacy; Artificial intelligence; Computer science; Mathematics education; Psychology; Pedagogy,,,,,,http://dx.doi.org/10.22251/jlcci.2024.24.6.135,,10.22251/jlcci.2024.24.6.135,,,0,,0,false,,
085-029-970-644-548,Constructing a STEM projects design framework for middle school AI courses: Developing students' AI literacy as project goals,,2024,journal article,IEEE Access,21693536,Institute of Electrical and Electronics Engineers (IEEE),United States,Hongwu Yang; Di Zhang; Weitong Guo; Yanshan He,,,,1,1,Mathematics education; Literacy; Computer science; Engineering management; Pedagogy; Sociology; Psychology; Engineering,,,,National Natural Science Foundation of China; National Natural Science Foundation of China,,http://dx.doi.org/10.1109/access.2024.3512499,,10.1109/access.2024.3512499,,,0,005-174-040-064-327; 005-448-954-495-487; 016-188-382-034-626; 016-816-717-177-800; 021-525-055-529-512; 025-075-233-587-193; 027-170-169-108-714; 042-587-573-229-910; 043-643-084-093-979; 045-497-500-109-07X; 051-475-658-321-142; 061-441-837-821-123; 063-719-994-715-638; 064-493-126-315-447; 064-620-074-883-184; 084-315-881-621-601; 088-932-117-148-520; 089-132-485-753-661; 097-750-429-156-094; 097-856-909-687-076; 102-668-136-091-713; 118-755-417-207-723; 135-694-836-342-890; 136-741-711-005-458; 138-828-508-556-777; 153-729-608-912-740; 167-796-572-457-739; 170-476-739-240-765; 178-600-507-643-692,0,true,"CC BY, CC BY-NC-ND",gold
088-932-117-148-520,SIGCSE - Developing Middle School Students' AI Literacy,2021-03-03,2021,conference proceedings article,Proceedings of the 52nd ACM Technical Symposium on Computer Science Education,,ACM,,Irene Lee; Safinah Ali; Helen Zhang; Daniella DiPaola; Cynthia Breazeal,"In this experience report, we describe an AI summer workshop designed to prepare middle school students to become informed citizens and critical consumers of AI technology and to develop their foundational knowledge and skills to support future endeavors as AI-empowered workers. The workshop featured the 30-hour ""Developing AI Literacy"" or DAILy curriculum that is grounded in literature on child development, ethics education, and career development. The participants in the workshop were students between the ages of 10 and 14; 87% were from underrepresented groups in STEM and Computing. In this paper we describe the online curriculum, its implementation during synchronous online workshop sessions in summer of 2020, and preliminary findings on student outcomes. We reflect on the successes and lessons we learned in terms of supporting students' engagement and conceptual learning of AI, shifting attitudes toward AI, and fostering conceptions of future selves as AI-enabled workers. We conclude with discussions of the affordances and barriers to bringing AI education to students from underrepresented groups in STEM and Computing.",,,191,197,Child development; Pedagogy; Affordance; Career development; Computational thinking; Ai education; Computer science; Curriculum; Concept learning; Literacy,,,,National Science Foundation,https://dl.acm.org/doi/pdf/10.1145/3408877.3432513 https://dblp.uni-trier.de/db/conf/sigcse/sigcse2021.html#LeeAZDB21 https://par.nsf.gov/biblio/10252927-developing-middle-school-students-ai-literacy,http://dx.doi.org/10.1145/3408877.3432513,,10.1145/3408877.3432513,3135354507,,0,002-279-463-154-772; 006-633-730-485-694; 013-445-671-602-621; 013-576-976-815-505; 013-985-042-873-098; 017-430-426-669-914; 018-653-206-049-830; 021-717-422-984-522; 021-730-196-317-030; 027-183-130-820-723; 032-891-771-564-617; 033-036-784-854-356; 035-402-944-318-107; 036-760-447-386-412; 042-143-768-002-33X; 044-577-483-993-476; 046-868-651-381-130; 056-180-963-566-932; 058-175-182-970-373; 064-811-520-753-841; 067-283-882-512-60X; 084-391-924-916-405; 088-789-818-437-182; 091-804-712-981-666; 094-394-933-661-463; 114-218-296-607-843; 122-829-065-732-076; 145-068-657-692-005; 172-679-298-633-530; 196-340-175-234-730; 199-241-802-727-303,122,true,,bronze
101-197-391-833-046,UNDERSTANDING TEACHER PERSPECTIVES AND EXPERIENCES AFTER DEPLOYMENT OF AI LITERACY CURRICULUM IN MIDDLE-SCHOOL CLASSROOMS,,2023,conference proceedings article,ICERI Proceedings,23401095; 23401109,IATED,,Prerna Ravi; Annalisa Broski; Glenda Stump; Hal Abelson; Eric Klopfer; Cynthia Breazeal,UNDERSTANDING TEACHER PERSPECTIVES AND EXPERIENCES AFTER DEPLOYMENT OF AI LITERACY CURRICULUM IN MIDDLE-SCHOOL CLASSROOMS,1,,6875,6884,Software deployment; Curriculum; Literacy; Pedagogy; Mathematics education; Sociology; Psychology; Computer science; Operating system,,,,,http://arxiv.org/pdf/2312.04839 http://arxiv.org/abs/2312.04839 https://arxiv.org/pdf/2312.04839 https://arxiv.org/abs/2312.04839,http://dx.doi.org/10.21125/iceri.2023.1716,,10.21125/iceri.2023.1716,,,0,,2,true,,green
