"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"56YII7HQ","journalArticle","2024","Cho, Minji; Kim, Mirae; Yoon, Youngjip; Shin, Byoungchul","Development of an AI-Integrated English Writing Class Model for Artificial Intelligence Literacy: Focused on Prompt Engineering","Korean Association For Learner-Centered Curriculum And Instruction","","15982106","10.22251/jlcci.2024.24.6.135","https://lens.org/084-274-994-832-773","<jats:p>Objectives This study aimed to develop a model for an English writing class integrating Generative AI for artificial intelligence literacy. Methods Literature and prior research on artificial intelligence literacy, prompt engineering, Generative AI, and the development of English writing class models were analyzed. The model prototype's purpose and theoretical foundation were established, validated for internal consistency by five experts in educational technology and English education. The prototype was tested with one English teacher and approximately 48 students over a two-week period in December 2023, refining its content for the final model. Results To achieve this, 31 first-year middle school students in Seoul were assessed through pre- and post-tests to measure their attitudes toward artificial intelligence literacy and English writing. The final class model consisted of seven stages, distinguishing between learner, instructor, and Generative AI roles. Nine teaching strategies were applied to 39 detailed stages of the class model, aligning with instructional design principles. Conclusions The developed model holds significance in encouraging students' divergent questioning and proactive learning attitudes through strategic and systematic integration of Generative AI interaction within the English writing class. Moreover, through the development of this class model and teaching strategies, it is anticipated to serve as an effective guideline for educators to design and implement prompt engineering-based Generative AI integrated English writing classes. </jats:p>","2024-03-31","2025-02-17 01:19:18","2025-02-17 01:19:18","","135-157","","6","24","","","","","","","","","","","","","","","","","Publisher: Korean Association For Learner-Centered Curriculum And Instruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2DENE7K","journalArticle","2024","Yang, Hongwu; Zhang, Di; Guo, Weitong; He, Yanshan","Constructing a STEM projects design framework for middle school AI courses: Developing students' AI literacy as project goals","IEEE Access","","21693536","10.1109/access.2024.3512499","https://lens.org/085-029-970-644-548","","2024","2025-02-17 01:19:18","2025-02-17 01:21:48","","1-1","","","","","","","","","","","","","","","","","","","","Place: United States Publisher: Institute of Electrical and Electronics Engineers (IEEE)","","/Users/des/Zotero/storage/IDF2FJ7C/Yang et al. - 2024 - Constructing a STEM projects design framework for middle school AI courses Developing students' AI.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7QZU3CM","conferencePaper","2023","Ravi, Prerna; Broski, Annalisa; Stump, Glenda; Abelson, Hal; Klopfer, Eric; Breazeal, Cynthia","UNDERSTANDING TEACHER PERSPECTIVES AND EXPERIENCES AFTER DEPLOYMENT OF AI LITERACY CURRICULUM IN MIDDLE-SCHOOL CLASSROOMS","ICERI Proceedings","23401095","","10.21125/iceri.2023.1716","https://lens.org/101-197-391-833-046","UNDERSTANDING TEACHER PERSPECTIVES AND EXPERIENCES AFTER DEPLOYMENT OF AI LITERACY CURRICULUM IN MIDDLE-SCHOOL CLASSROOMS","2023","2025-02-17 01:19:18","2025-02-17 01:19:18","","6875-6884","","","1","","","","","","","","IATED","","","","","","","","","","","; ; ; ; /Users/des/Zotero/storage/G397MIWS/Ravi et al. - 2023 - UNDERSTANDING TEACHER PERSPECTIVES AND EXPERIENCES AFTER DEPLOYMENT OF AI LITERACY CURRICULUM IN MID.pdf","http://arxiv.org/pdf/2312.04839; http://arxiv.org/abs/2312.04839; https://arxiv.org/pdf/2312.04839; https://arxiv.org/abs/2312.04839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9YVCPN8","journalArticle","2024","Choi, Jung-In; Yang, Eunja; Goo, Eun-Hee","The Effects of an Ethics Education Program on Artificial Intelligence among Middle School Students: Analysis of Perception and Attitude Changes","Applied Sciences","","20763417","10.3390/app14041588","https://lens.org/102-434-238-217-637","<jats:p>Artificial intelligence (AI) technology has brought convenience to human lives, but its pervasive impact extends beyond individuals, affecting society as a whole. Consequently, the necessity for an AI ethics education program has become increasingly apparent. This study aims to investigate the influence of an experimental research study that developed and implemented an AI ethics education program for learners’ ethical awareness and attitude towards AI. The research methodology involved validating a model of the AI ethics education program by applying it to a group of 10 domain experts. Additionally, pre-test and post-test designs were employed with 17 middle school students as the experimental group. The same assessment was administered before and after the implementation of the AI ethics education program, and the data were analyzed using paired-sample t-tests. The findings of this study are as follows: Firstly, an AI ethics education program model was developed, incorporating key competencies such as AI literacy, critical thinking skills in AI, and AI problem-solving skills, all within the context of AI ethics. The implementation of this model was effective in the educational setting. Secondly, significant improvements were observed in the ethical awareness of middle school students across all domains after participating in the program. Thirdly, the attitudes of middle school students towards AI exhibited significant enhancements across all domains. These findings contribute to the broader field of AI ethics education by highlighting the importance of ethical awareness in AI and fostering favorable attitudes towards AI. The implications of this study are significant for the field of AI education.</jats:p>","2024-02-16","2025-02-17 01:19:18","2025-02-17 01:21:02","","1588-1588","","4","14","","","","","","","","","","","","","","","","","Publisher: MDPI AG","","; ; /Users/des/Zotero/storage/8USUZEUU/Choi et al. - 2024 - The Effects of an Ethics Education Program on Artificial Intelligence among Middle School Students.pdf","https://www.mdpi.com/2076-3417/14/4/1588/pdf?version=1708324162; https://doi.org/10.3390/app14041588","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRMKZZ4K","journalArticle","2024","HUANG, Shih-Hua; HSU, Ting-Chia","Learning Effectiveness and Reflections on AI Literacy in Junior High School Students with Game-Based Learning and Problem-Based Learning","International Conference on Computers in Education","","30784360","10.58459/icce.2024.4933","https://lens.org/107-258-409-144-957","<jats:p>This research attempts to cultivate the AI literacy of junior high sci-ml students and aims to evaluate the learning effectiveness of integrating game-based learning with problem-based learning to improve their A1 literacy. using a self- developed board game on Naive Bayes Classifier and Generative AI applications as teaching material, students engage in a problem-based learning approach through group The results of the research show a significant improvement in students' AI literacy, particularly in their understanding of AI, and a significant increase in their behavioral intentions and engagement. The results confirm the effectiveness of this pedagogical approach for promoting AI literacy at the high level.</jats:p>","2024-11-25","2025-02-17 01:19:18","2025-02-17 01:19:18","","","","","","","","","","","","","","","","","","","","","","Publisher: Asia-Pacific Society for Computers in Education","","/Users/des/Zotero/storage/S24MMG89/HUANG and HSU - 2024 - Learning Effectiveness and Reflections on AI Literacy in Junior High School Students with Game-Based.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VLZ7DGYS","journalArticle","2022","Williams, Randi; Ali, Safinah; Devasia, Nisha; DiPaola, Daniella; Hong, Jenna; Kaputsos, Stephen P; Jordan, Brian; Breazeal, Cynthia","AI + Ethics Curricula for Middle School Youth: Lessons Learned from Three Project-Based Curricula.","International journal of artificial intelligence in education","","15604306","10.1007/s40593-022-00298-y","https://lens.org/123-270-004-499-225","Artificial Intelligence (AI) is revolutionizing many industries and becoming increasingly ubiquitous in everyday life. To empower children growing up with AI to navigate society's evolving sociotechnical context, we developed three middle school AI literacy curricula: <i>Creative AI, Dancing with AI,</i> and <i>How to Train Your Robot.</i> In this paper we discuss how we leveraged three design principles-active learning, embedded ethics, and low barriers to access - to effectively engage students in learning to create and critique AI artifacts. During the summer of 2020, we recruited and trained in-service, middle school teachers from across the United States to co-instruct online workshops with students from their schools. In the workshops, a combination of hands-on unplugged and programming activities facilitated students' understanding of AI. As students explored technical concepts in tandem with ethical ones, they developed a critical lens to better grasp how AI systems work and how they impact society. We sought to meet the specified needs of students from a range of backgrounds by minimizing the prerequisite knowledge and technology resources students needed to participate. Finally, we conclude with lessons learned and design recommendations for future AI curricula, especially for K-12 in-person and virtual learning.","2022-08-01","2025-02-17 01:19:18","2025-02-17 01:21:45","","1-383","","2","33","","","","","","","","","","","","","","","","","Place: Netherlands Publisher: Springer Science and Business Media LLC","","; ; ; /Users/des/Zotero/storage/UMLW572E/Williams et al. - 2022 - AI + Ethics Curricula for Middle School Youth Lessons Learned from Three Project-Based Curricula..pdf; ","https://dspace.mit.edu/bitstream/1721.1/144260/1/40593_2022_Article_298.pdf; https://doi.org/10.1007/s40593-022-00298-y; https://hdl.handle.net/1721.1/144260; https://link.springer.com/content/pdf/10.1007/s40593-022-00298-y.pdf","AI Literacy; Artificial Intelligence (AI); Constructionism; Curriculum; Middle-school; Online Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBETVIE7","journalArticle","2024","Zhang, Helen; Perry, Anthony; Lee, Irene","Developing and Validating the Artificial Intelligence Literacy Concept Inventory: an Instrument to Assess Artificial Intelligence Literacy among Middle School Students","International Journal of Artificial Intelligence in Education","","15604292","10.1007/s40593-024-00398-x","https://lens.org/127-923-823-162-600","","2024-05-05","2025-02-17 01:19:19","2025-02-17 01:22:25","","","","","","","","","","","","","","","","","","","","","","Place: Netherlands Publisher: Springer Science and Business Media LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVLVAERT","journalArticle","2024","Lee, Chang-Kwon; Noh, Ha-Eun; Kim, Min-Jung","A Development study of an AI Convergence Instructional Model based on Creative Problem Solving(CPS) model for Problem Formulation Competency","Korean Society for Creativity Education","","1976944x","10.36358/jce.2024.24.2.17","https://lens.org/157-626-547-550-267","<jats:p>The purpose of this study is to develop an AI Convergence instructional model to enhance problem formulation competency. To achieve this, we refer to the CT-CPS model developed for SW convergence education, based on the Creative Problem Solving (CPS) model. Additionally, research on problem discovery and understanding, Initial teaching models, design principles, and guidelines were developed by referring to studies on artificial intelligence convergence education. To validate the developed model, two rounds of expert validation were conducted with three experts in educational technology and AI-integrated education. Additionally, a class was conducted with six middle school students from a gifted education institute, where problems, solvable through a regression analysis model of supervised learning, were explored, and their responses were evaluated. The results indicate that the model can enhance problem formulation competency, AI literacy, and creative thinking skills, while also fostering knowledge in mathematics and information. The significance of this model lies in its ability to systematically design AI convergence courses for improving problem formulation competency.</jats:p>","2024-06-30","2025-02-17 01:19:19","2025-02-17 01:19:19","","17-43","","2","24","","","","","","","","","","","","","","","","","Publisher: Korean Society for Creativity Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HWF4DX42","journalArticle","2021","Ali, Safinah; DiPaola, Daniella; Lee, Irene; Sindato, Victor; Kim, Grace Y.; Blumofe, Ryan; Breazeal, Cynthia","Children as creators, thinkers and citizens in an AI-driven future","Computers and Education: Artificial Intelligence","","2666920x","10.1016/j.caeai.2021.100040","https://lens.org/166-174-157-909-328","Abstract Generative Artificial Intelligence (AI) approaches open up new avenues of digital creation, and are simultaneously accompanied by societal and ethical implications such as the creation of Deepfakes and spread of misinformation, renewing our understanding of technical AI systems as socio-technical systems. Applications of, and media generated by generative AI techniques are abundantly present on social media platforms frequented by children, who are not yet aware of the existence of AI-manipulated media. Previous work has highlighted the importance of digital media literacy and AI literacy for children. In this work, we introduce middle school students to generative AI techniques as a tool for creation, while also focusing on critical discussion about their societal and ethical implications, and encouraging pro-activeness in being responsible consumers, creators and stakeholders of technology. We present learning activities that introduce 38 middle-school students to generative modeling, how it is used to generate Deepfakes, cues that help to recognize Deepfakes, and the spread and effects of misinformation. Students demonstrated an understanding that generative media may be believable, but not necessarily true, and can contribute to the spread of misinformation. They were also able to identify why misinformation may be harmful or lasting, drawing specific examples to social settings that indicate human-centered implications. Finally, students expressed opinions about policies surrounding the presence of Deepfakes on social media. This approach can be adopted to introduce students to other technical systems that constitute both productive applications and potential negative implications of technology. CCS concepts ⋅Applied computing → Interactive learning environments; ⋅Human-centered computing → Social media; Social networks; ⋅Social and professional topics → Computing literacy; K-12 education; Additional key words and phrases Misinformation, Deepfakes, digital literacy, media literacy, social media. ACM reference format Anonymous Author(s). 2016. Children as Creators, Thinkers and Citizens in an AI-driven Future. 1, 1, Article 1 (January 2016), 20 pages. https://doi.org/10.1145/nnnnnnn.nnnnnnn .","2021","2025-02-17 01:19:19","2025-02-17 01:20:54","","100040","","","2","","","","","","","","","","","","","","","","","Publisher: Elsevier BV","","/Users/des/Zotero/storage/EIA4MCCS/Ali et al. - 2021 - Children as creators, thinkers and citizens in an AI-driven future.pdf; ","https://www.sciencedirect.com/science/article/pii/S2666920X21000345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HNW5WQ4","journalArticle","2021","Henry, Julie; Hernalesteen, Alyson; Collard, Anne-Sophie","Teaching Artificial Intelligence to K-12 Through a Role-Playing Game Questioning the Intelligence Concept","KI - Künstliche Intelligenz","","09331875","10.1007/s13218-021-00733-7","https://lens.org/167-624-330-991-698","","2021-06-24","2025-02-17 01:19:19","2025-02-17 01:21:23","","171-179","","2","35","","","","","","","","","","","","","","","","","Publisher: Springer Science and Business Media LLC","","/Users/des/Zotero/storage/DLQGI6QD/Henry et al. - 2021 - Teaching Artificial Intelligence to K-12 Through a Role-Playing Game Questioning the Intelligence Co.pdf; ; ","https://researchportal.unamur.be/fr/publications/teaching-artificial-intelligence-to-k-12-through-a-role-playing-g; https://link.springer.com/article/10.1007/s13218-021-00733-7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJSLW86V","journalArticle","2024","Ding, Ai-Chu Elisha; Shi, Lehong; Yang, Haotian; Choi, Ikseon","Enhancing teacher AI literacy and integration through different types of cases in teacher professional development","Computers and Education Open","","26665573","10.1016/j.caeo.2024.100178","https://lens.org/196-889-346-584-240","Integrating artificial intelligence (AI) into teaching practices is increasingly vital for preparing students for a technology-centric future. This study examined the influence of a case-based AI professional development (PD) program on AI integration strategies and AI literacy among seven middle school science teachers. Employing three distinct case problems, from well-structured to ill-structured, the AI PD program aimed to stimulate teachers' reflection on AI literacy development and encourage the construction of problem-solving and AI integration strategies within various pedagogical contexts. Analysis of video-recorded case discussions revealed that teachers primarily drew on personal experiences for collaborative problem-solving across the three cases. However, the complexity of the case problems influenced their approach to knowledge co-construction, and dealing with ill-structured problems promoted the application of new knowledge. Through analyzing the survey data, we found a marked increase in teachers' AI literacy, particularly in the domain of knowing and understanding AI, suggesting a pivotal role for direct instruction that supports AI literacy growth. However, their application of this AI knowledge was limited during the case discussions, while other domains of teacher AI literacy were more frequently employed. The findings highlight the importance of combining direct instruction with case-based discussions in AI-related PD programs to bolster teacher AI literacy effectively. The research has implications for using a case-based learning approach during short-term PD initiatives and advocates the ongoing need for comprehensive AI literacy development to facilitate teachers' AI integration in subject-specific teaching.","2024","2025-02-17 01:19:19","2025-02-17 01:21:03","","100178-100178","","","6","","","","","","","","","","","","","","","","","Publisher: Elsevier BV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2Z9CLQD","journalArticle","2024","Okolo, Chinasa","Beyond AI Hype: A Hands-on Workshop Series for Enhancing AI Literacy in Middle and High School Students","","","","10.1145/3653666.3656075","https://doi.org/10.1145/3653666.3656075","","2024-05-13","2025-02-17 01:19:58","2025-02-17 01:21:37","","86-93","","","","","","","","","","","","","en","","","","","","","","","","","ai literacy; ai pedagogy; computing education; equity; generative ai; human-centered ai; technology ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I347KL4D","journalArticle","2024","Shin, Bomi; Ryu, Kyoung; Kim, Kyeong; Kang, Sung-Mo; Joo, Jaeeun","A study on exploring strategies for developing digital literacy using generative AI: Focusing on the development of mathematics teaching and learning materials based on ChatGPT","","","","10.30807/ksms.2024.27.2.003","https://doi.org/10.30807/ksms.2024.27.2.003","","2024-06-30","2025-02-17 01:19:58","2025-02-17 01:21:41","","151-176","","2","27","","","","","","","","","","en","","","","","","","","","","","ChatGPT; digital literacy; generative AI; mathematics teaching and learning materials; 디지털 리터러시; 생성형 AI; 수학 교수·학습 자료","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CC5DMA5","journalArticle","2023","Ali, Safinah; Kumar, Vishesh; Breazeal, Cynthia","AI Audit: A Card Game to Reflect on Everyday AI Systems","arXiv (Cornell University)","","","10.48550/arxiv.2305.17910","https://doi.org/10.48550/arxiv.2305.17910","An essential element of K-12 AI literacy is educating learners about the ethical and societal implications of AI systems. Previous work in AI ethics literacy have developed curriculum and classroom activities that engage learners in reflecting on the ethical implications of AI systems and developing responsible AI. There is little work in using game-based learning methods in AI literacy. Games are known to be compelling media to teach children about complex STEM concepts. In this work, we developed a competitive card game for middle and high school students called ""AI Audit"" where they play as AI start-up founders building novel AI-powered technology. Players can challenge other players with potential harms of their technology or defend their own businesses by features that mitigate these harms. The game mechanics reward systems that are ethically developed or that take steps to mitigate potential harms. In this paper, we present the game design, teacher resources for classroom deployment and early playtesting results. We discuss our reflections about using games as teaching tools for AI literacy in K-12 classrooms.","2023-01-01","2025-02-17 01:19:59","2025-02-17 01:20:55","","","","","","","","","","","","","","","en","","","","","","","Publisher: Cornell University","","/Users/des/Zotero/storage/WLMNRI5N/Ali et al. - 2023 - AI Audit A Card Game to Reflect on Everyday AI Systems.pdf","","building; children; classroom; ethical; game; harms; learners; literacy; players","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQ74ZZVS","journalArticle","2024","Ko, J.","Youth perceptions of AI ethics: a Q methodology approach","Ethics and Behavior","","1050-8422","10.1080/10508422.2024.2396582","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202921980&origin=inward","","2024","2025-02-17 01:20:34","2025-02-17 01:20:34","","","","Query date: 2025-02-16 14:21:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GS4GVKG9","journalArticle","2021","Lee, I.","Developing Middle School Students' AI Literacy","SIGCSE 2021 - Proceedings of the 52nd ACM Technical Symposium on Computer Science Education","","","10.1145/3408877.3432513","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85103335163&origin=inward","","2021","2025-02-17 01:20:34","2025-02-17 01:20:34","","191-197","","Query date: 2025-02-16 14:21:42","","","","","","","","","","","","","","","","","","","","/Users/des/Zotero/storage/D4WC2CYQ/Lee - 2021 - Developing Middle School Students' AI Literacy.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2VWFBNJE","journalArticle","2023","Long, D.","Fostering AI Literacy with Embodiment & Creativity: From Activity Boxes to Museum Exhibits","Proceedings of IDC 2023 - 22nd Annual ACM Interaction Design and Children Conference: Rediscovering Childhood","","","10.1145/3585088.3594495","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85169100223&origin=inward","","2023","2025-02-17 01:20:35","2025-02-17 01:20:35","","727-731","","Query date: 2025-02-16 14:21:42","","","","","","","","","","","","","","","","","","","","/Users/des/Zotero/storage/3DE7F2DG/Long - 2023 - Fostering AI Literacy with Embodiment & Creativity From Activity Boxes to Museum Exhibits.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7F8SVR89","journalArticle","2022","Yau, K.W.","Developing an AI literacy test for junior secondary students: The first stage","Proceedings - 2022 IEEE International Conference on Teaching, Assessment and Learning for Engineering, TALE 2022","","","10.1109/TALE54877.2022.00018","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85163883688&origin=inward","","2022","2025-02-17 01:20:35","2025-02-17 01:20:35","","59-64","","Query date: 2025-02-16 14:21:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPMJG2Z6","journalArticle","2022","Kumar, A.","Early Design of a Conversational AI Development Platform for Middle Schoolers","Proceedings of IEEE Symposium on Visual Languages and Human-Centric Computing, VL/HCC","","1943-6092","10.1109/VL/HCC53370.2022.9833129","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85148746001&origin=inward","","2022","2025-02-17 01:20:35","2025-02-17 01:20:35","","","","Query date: 2025-02-16 14:21:42","2022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5SHM94Y","journalArticle","2024","Zhou, X.","OptiDot: An Optical Interface for Children to Explore Dot Product and AI Recommendation","Conference on Human Factors in Computing Systems - Proceedings","","","10.1145/3613905.3651040","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194142549&origin=inward","","2024","2025-02-17 01:20:35","2025-02-17 01:20:35","","","","Query date: 2025-02-16 14:21:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DD2234RC","journalArticle","2024","Belghith, Y.","Testing, Socializing, Exploring: Characterizing Middle Schoolers' Approaches to and Conceptions of ChatGPT","Conference on Human Factors in Computing Systems - Proceedings","","","10.1145/3613904.3642332","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85194848476&origin=inward","","2024","2025-02-17 01:20:35","2025-02-17 01:20:35","","","","Query date: 2025-02-16 14:21:42","","","","","","","","","","","","","","","","","","","","/Users/des/Zotero/storage/5957KIGK/Belghith - 2024 - Testing, Socializing, Exploring Characterizing Middle Schoolers' Approaches to and Conceptions of C.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SDGMJFK3","journalArticle","2024","Kim, W.J.","SHIFTING PERCEPTIONS OF AI: AN INTEGRATED LEARNING PROGRAM IN THE MIDDLE SCHOOL SETTING","Proceedings of the International Conferences on e-Learning and Digital Learning 2024, ELDL 2024; Sustainability, Technology and Education 2024, STE 2024","","","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85207077979&origin=inward","","2024","2025-02-17 01:20:35","2025-02-17 01:20:35","","281-285","","Query date: 2025-02-16 14:21:42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQCRHMZ7","journalArticle","2024","Tseng, Y.J.","ActiveAI: The Effectiveness of an Interactive Tutoring System in Developing K-12 AI Literacy","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","0302-9743","10.1007/978-3-031-72315-5_31","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85205130710&origin=inward","","2024","2025-02-17 01:20:35","2025-02-17 01:20:35","","452-467","","Query date: 2025-02-16 14:21:42","15159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESKCZ75W","journalArticle","2024","Solyst, J.","Scaffolding Critical Thinking about Stakeholders' Power in Socio-Technical AI Literacy","ICER 2024 - ACM Conference on International Computing Education Research","","","10.1145/3632621.3671430","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85202866195&origin=inward","","2024","2025-02-17 01:20:35","2025-02-17 01:20:35","","544-545","","Query date: 2025-02-16 14:21:42","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
