"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"V2HG2FZF","journalArticle","2023","Tseng, Ying Jui; Yadav, Gautam","ActiveAI: Introducing AI Literacy for Middle School Learners with Goal-based Scenario Learning","arXiv (Cornell University)","","","10.48550/arxiv.2309.12337","https://lens.org/054-934-019-990-090","The ActiveAI project addresses key challenges in AI education for grades 7-9 students by providing an engaging AI literacy learning experience based on the AI4K12 knowledge framework. Utilizing learning science mechanisms such as goal-based scenarios, immediate feedback, project-based learning, and intelligent agents, the app incorporates a variety of learner inputs like sliders, steppers, and collectors to enhance understanding. In these courses, students work on real-world scenarios like analyzing sentiment in social media comments. This helps them learn to effectively engage with AI systems and develop their ability to evaluate AI-generated output. The Learning Engineering Process (LEP) guided the project's creation and data instrumentation, focusing on design and impact. The project is currently in the implementation stage, leveraging the intelligent tutor design principles for app development. The extended abstract presents the foundational design and development, with further evaluation and research to be conducted in the future.","2023-01-01","2025-02-17 01:19:17","2025-02-17 01:19:17","","","","","","","","","","","","","","","","","","","","","","","","","https://arxiv.org/abs/2309.12337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GETTWYY","journalArticle","2025","Gelder, William; Yu, Xueru; Touretzky, David; Gardner-McCune, Christina; Uchidiuno, Judith","From Lecture Hall to Homeroom: Co-Designing an AI Elective with Middle School CS Teachers","International Journal of Artificial Intelligence in Education","","15604292","10.1007/s40593-024-00449-3","https://lens.org/057-391-173-089-293","","2025-01-22","2025-02-17 01:19:17","2025-02-17 01:19:17","","","","","","","","","","","","","","","","","","","","","","Place: Netherlands Publisher: Springer Science and Business Media LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BXEYQSH9","journalArticle","2024","Zhang, Helen; Lee, Irene; Moore, Katherine","An Effectiveness Study of Teacher-Led AI Literacy Curriculum in K-12 Classrooms","Proceedings of the AAAI Conference on Artificial Intelligence","","23743468","10.1609/aaai.v38i21.30380","https://lens.org/059-663-902-482-597","<jats:p>Artificial intelligence (AI) has rapidly pervaded and reshaped almost all walks of life, but efforts to promote AI literacy in K-12 schools remain limited. There is a knowledge gap in how to prepare teachers to teach AI literacy in inclusive classrooms and how teacher-led classroom implementations can impact students. This paper reports a comparison study to investigate the effectiveness of an AI literacy curriculum when taught by classroom teachers. The experimental group included 89 middle school students who learned an AI literacy curriculum during regular school hours. The comparison group consisted of 69 students who did not learn the curriculum. Both groups completed the same pre and post-test. The results show that students in the experimental group developed a deeper understanding of AI concepts and more positive attitudes toward AI and its impact on future careers after the curriculum than those in the comparison group. This shows that the teacher-led classroom implementation successfully equipped students with a conceptual understanding of AI. Students achieved significant gains in recognizing how AI is relevant to their lives and felt empowered to thrive in the age of AI. Overall this study confirms the potential of preparing K-12 classroom teachers to offer AI education in classrooms in order to reach learners of diverse backgrounds and broaden participation in AI literacy education among young learners.</jats:p>","2024-03-24","2025-02-17 01:19:17","2025-02-17 01:21:56","","23318-23325","","21","38","","","","","","","","","","","","","","","","","Publisher: Association for the Advancement of Artificial Intelligence (AAAI)","","; ","https://ojs.aaai.org/index.php/AAAI/article/download/30380/32443; https://doi.org/10.1609/aaai.v38i21.30380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8U8FL5GZ","journalArticle","2024","Chiu, Thomas K.F.; Ahmad, Zubair; Ismailov, Murod; Sanusi, Ismaila Temitayo","What are artificial intelligence literacy and competency? A comprehensive framework to support them","Computers and Education Open","","26665573","10.1016/j.caeo.2024.100171","https://lens.org/068-780-292-318-106","Artificial intelligence (AI) education in K–12 schools is a global initiative, yet planning and executing AI education is challenging. The major frameworks are focused on identifying content and technical knowledge (AI literacy). Most of the current definitions of AI literacy for a non-technical audience are developed from an engineering perspective and may not be appropriate for K–12 education. Teacher perspectives are essential to making sense of this initiative. Literacy is about knowing (knowledge, what skills); competency is about applying the knowledge in a beneficial way (confidence, how well). They are strongly related. This study goes beyond knowledge (AI literacy), and its two main goals are to (i) define AI literacy and competency by adding the aspects of confidence and self-reflective mindsets, and (ii) propose a more comprehensive framework for K–12 AI education. These definitions are needed for this emerging and disruptive technology (e.g., ChatGPT and Sora, generative AI). We used the definitions and the basic curriculum design approaches as the analytical framework and teacher perspectives. Participants included 30 experienced AI teachers from 15 middle schools. We employed an iterative co-design cycle to discuss and revise the framework throughout four cycles. The definition of AI competency has five abilities that take confidence into account, and the proposed framework comprises five key components: technology, impact, ethics, collaboration, and self-reflection. We also identify five effective learning experiences to foster abilities and confidences, and suggest five future research directions: prompt engineering, data literacy, algorithmic literacy, self-reflective mindset, and empirical research.","2024","2025-02-17 01:19:17","2025-02-17 01:21:08","","100171-100171","","","6","","","","","","","","","","","","","","","","","Publisher: Elsevier BV","","; ","http://qspace.qu.edu.qa/bitstream/10576/55957/1/1-s2.0-S2666557324000120-main%20%282%29.pdf; http://hdl.handle.net/10576/55957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5E2M29G","journalArticle","2022","Zhao, Leilei; Wu, Xiaofan; Luo, Heng","Developing AI Literacy for Primary and Middle School Teachers in China: Based on a Structural Equation Modeling Analysis","Sustainability","","20711050","10.3390/su142114549","https://lens.org/078-550-710-596-870","<jats:p>As smart technology promotes the development of various industries, artificial intelligence (AI) has also become an important driving force for innovation and transformation in education. For teachers, how to skillfully apply AI in teaching and improve their AI literacy has become a necessary goal for their sustainable professional development. This research examines the correlations among the dimensions of AI literacy of teachers in order to promote the effectiveness of class teaching and the adoption of artificial intelligence literacy (AIL). Our findings are based on the analysis of 1013 survey results, where we tested the level of AI literacy of teachers, including Knowing and Understanding AI (KUAI), Applying AI (AAI), Evaluating AI Application (EAIA), and AI Ethics (AIE). We find that AAI had a significant, positive effect on the other three dimensions. Thus, based on the analysis, the government should take action to cultivate teachers’ AI literacy. In order to improve teachers’ AI literacy, the choice of curriculum, content, methods, and practical resources for special training should be diverse and committed to making AI literacy an essential enabler for teachers’ sustainable future development.</jats:p>","2022-11-05","2025-02-17 01:19:18","2025-02-17 01:22:26","","14549-14549","","21","14","","","","","","","","","","","","","","","","","Place: Switzerland Publisher: MDPI AG","","; ","https://www.mdpi.com/2071-1050/14/21/14549/pdf?version=1667901744; https://doi.org/10.3390/su142114549","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F9KJUHUR","journalArticle","2024","Kim, Hyunjung; Kim, Young Min","Development and effectiveness analysis of middle school invention education program using AI: Focusing on Chat GPT","Korean Technology Education Association","","15980839","10.34138/kjte.2024.24.1.131","https://lens.org/081-583-143-429-257","<jats:p>The purpose of this study is to develop and apply a middle school invention education program using Chat GPT, an interactive AI. To this end, we developed and applied an invention education program using Chat GPT, an interactive AI targeting middle school students, and compared and analyzed it with existing invention education programs. The conclusions of this study are as follows. First, we developed and applied an invention education program using AI with high validity targeting middle school students. Second, compared to existing invention education, the group that applied AI-based invention education used more diverse thinking techniques and came up with more diverse invention ideas. Third, the change in attitude toward invention improved in all groups, and the interest attitude and practical attitude factors improved more highly in the AI-based invention education group. Fourth, in the experimental group that applied the AI-based invention education program, students' artificial intelligence literacy improved. Fifth, in an environment of educational paradigm change that emphasizes digital literacy and AI, we were able to present a practical AI-utilized invention education program suitable for middle school settings.</jats:p>","2024-04-30","2025-02-17 01:19:18","2025-02-17 01:21:31","","131-151","","1","24","","","","","","","","","","","","","","","","","Publisher: Korean Technology Education Association","","","","AI(Artificial Intelligence); Chat GPT; Invention education; Middle School; Program; 발명교육; 인공지능; 중학교; 프로그램","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56YII7HQ","journalArticle","2024","Cho, Minji; Kim, Mirae; Yoon, Youngjip; Shin, Byoungchul","Development of an AI-Integrated English Writing Class Model for Artificial Intelligence Literacy: Focused on Prompt Engineering","Korean Association For Learner-Centered Curriculum And Instruction","","15982106","10.22251/jlcci.2024.24.6.135","https://lens.org/084-274-994-832-773","<jats:p>Objectives This study aimed to develop a model for an English writing class integrating Generative AI for artificial intelligence literacy. Methods Literature and prior research on artificial intelligence literacy, prompt engineering, Generative AI, and the development of English writing class models were analyzed. The model prototype's purpose and theoretical foundation were established, validated for internal consistency by five experts in educational technology and English education. The prototype was tested with one English teacher and approximately 48 students over a two-week period in December 2023, refining its content for the final model. Results To achieve this, 31 first-year middle school students in Seoul were assessed through pre- and post-tests to measure their attitudes toward artificial intelligence literacy and English writing. The final class model consisted of seven stages, distinguishing between learner, instructor, and Generative AI roles. Nine teaching strategies were applied to 39 detailed stages of the class model, aligning with instructional design principles. Conclusions The developed model holds significance in encouraging students' divergent questioning and proactive learning attitudes through strategic and systematic integration of Generative AI interaction within the English writing class. Moreover, through the development of this class model and teaching strategies, it is anticipated to serve as an effective guideline for educators to design and implement prompt engineering-based Generative AI integrated English writing classes. </jats:p>","2024-03-31","2025-02-17 01:19:18","2025-02-17 01:19:18","","135-157","","6","24","","","","","","","","","","","","","","","","","Publisher: Korean Association For Learner-Centered Curriculum And Instruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M2DENE7K","journalArticle","2024","Yang, Hongwu; Zhang, Di; Guo, Weitong; He, Yanshan","Constructing a STEM projects design framework for middle school AI courses: Developing students' AI literacy as project goals","IEEE Access","","21693536","10.1109/access.2024.3512499","https://lens.org/085-029-970-644-548","","2024","2025-02-17 01:19:18","2025-02-17 01:21:48","","1-1","","","","","","","","","","","","","","","","","","","","Place: United States Publisher: Institute of Electrical and Electronics Engineers (IEEE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W7QZU3CM","conferencePaper","2023","Ravi, Prerna; Broski, Annalisa; Stump, Glenda; Abelson, Hal; Klopfer, Eric; Breazeal, Cynthia","UNDERSTANDING TEACHER PERSPECTIVES AND EXPERIENCES AFTER DEPLOYMENT OF AI LITERACY CURRICULUM IN MIDDLE-SCHOOL CLASSROOMS","ICERI Proceedings","23401095","","10.21125/iceri.2023.1716","https://lens.org/101-197-391-833-046","UNDERSTANDING TEACHER PERSPECTIVES AND EXPERIENCES AFTER DEPLOYMENT OF AI LITERACY CURRICULUM IN MIDDLE-SCHOOL CLASSROOMS","2023","2025-02-17 01:19:18","2025-02-17 01:19:18","","6875-6884","","","1","","","","","","","","IATED","","","","","","","","","","","; ; ; ","http://arxiv.org/pdf/2312.04839; http://arxiv.org/abs/2312.04839; https://arxiv.org/pdf/2312.04839; https://arxiv.org/abs/2312.04839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9YVCPN8","journalArticle","2024","Choi, Jung-In; Yang, Eunja; Goo, Eun-Hee","The Effects of an Ethics Education Program on Artificial Intelligence among Middle School Students: Analysis of Perception and Attitude Changes","Applied Sciences","","20763417","10.3390/app14041588","https://lens.org/102-434-238-217-637","<jats:p>Artificial intelligence (AI) technology has brought convenience to human lives, but its pervasive impact extends beyond individuals, affecting society as a whole. Consequently, the necessity for an AI ethics education program has become increasingly apparent. This study aims to investigate the influence of an experimental research study that developed and implemented an AI ethics education program for learners’ ethical awareness and attitude towards AI. The research methodology involved validating a model of the AI ethics education program by applying it to a group of 10 domain experts. Additionally, pre-test and post-test designs were employed with 17 middle school students as the experimental group. The same assessment was administered before and after the implementation of the AI ethics education program, and the data were analyzed using paired-sample t-tests. The findings of this study are as follows: Firstly, an AI ethics education program model was developed, incorporating key competencies such as AI literacy, critical thinking skills in AI, and AI problem-solving skills, all within the context of AI ethics. The implementation of this model was effective in the educational setting. Secondly, significant improvements were observed in the ethical awareness of middle school students across all domains after participating in the program. Thirdly, the attitudes of middle school students towards AI exhibited significant enhancements across all domains. These findings contribute to the broader field of AI ethics education by highlighting the importance of ethical awareness in AI and fostering favorable attitudes towards AI. The implications of this study are significant for the field of AI education.</jats:p>","2024-02-16","2025-02-17 01:19:18","2025-02-17 01:21:02","","1588-1588","","4","14","","","","","","","","","","","","","","","","","Publisher: MDPI AG","","; ","https://www.mdpi.com/2076-3417/14/4/1588/pdf?version=1708324162; https://doi.org/10.3390/app14041588","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRMKZZ4K","journalArticle","2024","HUANG, Shih-Hua; HSU, Ting-Chia","Learning Effectiveness and Reflections on AI Literacy in Junior High School Students with Game-Based Learning and Problem-Based Learning","International Conference on Computers in Education","","30784360","10.58459/icce.2024.4933","https://lens.org/107-258-409-144-957","<jats:p>This research attempts to cultivate the AI literacy of junior high sci-ml students and aims to evaluate the learning effectiveness of integrating game-based learning with problem-based learning to improve their A1 literacy. using a self- developed board game on Naive Bayes Classifier and Generative AI applications as teaching material, students engage in a problem-based learning approach through group The results of the research show a significant improvement in students' AI literacy, particularly in their understanding of AI, and a significant increase in their behavioral intentions and engagement. The results confirm the effectiveness of this pedagogical approach for promoting AI literacy at the high level.</jats:p>","2024-11-25","2025-02-17 01:19:18","2025-02-17 01:19:18","","","","","","","","","","","","","","","","","","","","","","Publisher: Asia-Pacific Society for Computers in Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4M4AAPS","journalArticle","2023","Chai, Ching Sing; Liang, Siya; Wang, Xingwei","A survey study of chinese teachers' continuous intentions to teach artificial intelligence","Education and Information Technologies","","13602357","10.1007/s10639-023-12430-z","https://lens.org/111-770-823-760-250","","2023-12-30","2025-02-17 01:19:18","2025-02-17 01:21:00","","14015-14034","","11","29","","","","","","","","","","","","","","","","","Place: United Kingdom Publisher: Springer Science and Business Media LLC","","","","Artificial intelligence; Behavioral intentions; Pedagogical efficacy; Technological pedagogical content knowledge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZB2QGZIJ","journalArticle","2023","Triansyah, Fadli Agus; Muhammad, Ilham; Rabuandika, Andi; Siregar, Kartika Dwi Pratiwi; Teapon, Nurhuda; Assabana, Mohammad Syahru","Bibliometric Analysis: Artificial Intelligence (AI) in High School Education","Jurnal Imiah Pendidikan dan Pembelajaran","","26156091","10.23887/jipp.v7i1.59718","https://lens.org/113-044-374-647-207","<jats:p>One of the technologies that can be used in education is Artificial Intelligence (AI). Artificial intelligence (AI) is the ability of machines or computer programs to imitate or perform tasks that normally require human intelligence, such as decision-making, speech or image recognition, and problem-solving. The purpose of this research is to analyze publications related to Artificial Intelligence (AI) in Middle Schools and to describe the characteristics of this research. The method used is descriptive bibliometric analysis. The Scopus database is used to obtain the necessary data. The research results show that publications have increased from 9 in 2021 to 20 in 2020. Publications in 2010 have been cited more than any other year. China is the most influential country in this field. Most publications on Artificial Intelligence research applied to high school students are at the Q1 rank, namely 25 journals. New themes in this field are machine learning and deep learning. Artificial Intelligence has not been directly connected with some third clusters keywords such as Artificial Intelligence Literacy, computer science education, and conception.</jats:p>","2023-04-02","2025-02-17 01:19:18","2025-02-17 01:21:42","","112-123","","1","7","","","","","","","","","","","","","","","","","Publisher: Universitas Pendidikan Ganesha","","; ","https://ejournal.undiksha.ac.id/index.php/JIPP/article/download/59718/25979; https://doi.org/10.23887/jipp.v7i1.59718","Rank (graph theory); Artificial Intelligence; Bibliometrics; High School; Scopus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VSV8BNUW","journalArticle","2024","Dingal, Sherly Mae L; Balbin, Christine Joyce P.; Buenafe, Symie Gel L; Buenavista, Philip Emmanuel M; Cabrera, Cherlene A; Lorica, Vianey Mae T; Olalo, Arnie M.; Pataganao, Loniecess Anthon A.; Wahing, Mary Ros A; Clamares, Krystal Joy M.; Pelandas, Anna Marie O.","Artificial Intelligence (AI) Usage and Its Influence to the Students' Academic Writing: A Quantitative – Correlation Investigation","International Journal of Research and Innovation in Social Science","","24546186","10.47772/ijriss.2024.804216","https://lens.org/120-409-524-587-047","<jats:p>This study dealt with the artificial intelligence (AI) usage and its influence on students’ academic writing. The primary goal of the study was to determine the level of artificial intelligence (AI) usage and students’ academic writing in terms of their respective indicators, the significant difference between artificial intelligence (AI) usage and students’, and what domains of artificial intelligence (AI) substantially influenced students’ academic writing. Also, this study utilized a quantitative-correlational design with 335 participants among Junior High School and Senior High School students in Lorenzo S. Sarmiento Sr. National High School. The average weighted mean, Pearson R, and multiple regression analysis were the statistical tools used in this study. Along with this, the results showed a high level of artificial intelligence (AI) usage in terms of satisfaction, AI literacy, relevance of AI, and confidence. Likewise, results showed a high level of students’ academic writing in terms of usefulness, ease of use, and attitude towards usage. In addition, there was a high correlation, and a significant relationship between artificial intelligence (AI) usage and its influence on the students’ academic writing. Hence, this led to the rejection of the null hypothesis. The domains of artificial intelligence (AI) usage that influenced students’ academic writing are the relevance of AI, confidence, and AI literacy. While satisfaction, as a domain of artificial intelligence (AI) usage, had no significant influence on students’ academic writing. Thus, educational institutions could harness the positive influence of artificial intelligence (AI) on students’ academic writing, creating a more technologically advanced, collaborative, and effective learning environment while encouraging students to participate in AI-assisted activities contributing to better progress and improved self-regulated learning as they interacted with AI tools and their peers in an academic setting.</jats:p>","2024-05-14","2025-02-17 01:19:18","2025-02-17 01:19:18","","1621-1627","","IV","VIII","","","","","","","","","","","","","","","","","Publisher: RSIS International","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VLZ7DGYS","journalArticle","2022","Williams, Randi; Ali, Safinah; Devasia, Nisha; DiPaola, Daniella; Hong, Jenna; Kaputsos, Stephen P; Jordan, Brian; Breazeal, Cynthia","AI + Ethics Curricula for Middle School Youth: Lessons Learned from Three Project-Based Curricula.","International journal of artificial intelligence in education","","15604306","10.1007/s40593-022-00298-y","https://lens.org/123-270-004-499-225","Artificial Intelligence (AI) is revolutionizing many industries and becoming increasingly ubiquitous in everyday life. To empower children growing up with AI to navigate society's evolving sociotechnical context, we developed three middle school AI literacy curricula: <i>Creative AI, Dancing with AI,</i> and <i>How to Train Your Robot.</i> In this paper we discuss how we leveraged three design principles-active learning, embedded ethics, and low barriers to access - to effectively engage students in learning to create and critique AI artifacts. During the summer of 2020, we recruited and trained in-service, middle school teachers from across the United States to co-instruct online workshops with students from their schools. In the workshops, a combination of hands-on unplugged and programming activities facilitated students' understanding of AI. As students explored technical concepts in tandem with ethical ones, they developed a critical lens to better grasp how AI systems work and how they impact society. We sought to meet the specified needs of students from a range of backgrounds by minimizing the prerequisite knowledge and technology resources students needed to participate. Finally, we conclude with lessons learned and design recommendations for future AI curricula, especially for K-12 in-person and virtual learning.","2022-08-01","2025-02-17 01:19:18","2025-02-17 01:21:45","","1-383","","2","33","","","","","","","","","","","","","","","","","Place: Netherlands Publisher: Springer Science and Business Media LLC","","; ; ; ","https://dspace.mit.edu/bitstream/1721.1/144260/1/40593_2022_Article_298.pdf; https://doi.org/10.1007/s40593-022-00298-y; https://hdl.handle.net/1721.1/144260; https://link.springer.com/content/pdf/10.1007/s40593-022-00298-y.pdf","AI Literacy; Artificial Intelligence (AI); Constructionism; Curriculum; Middle-school; Online Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23CYY8ZL","journalArticle","2024","Chiu, Thomas K.F.; Chen, Yifan; Yau, King Woon; Chai, Ching-sing; Meng, Helen; King, Irwin; Wong, Savio; Yam, Yeung","Developing and validating measures for AI literacy tests: From self-reported to objective measures","Computers and Education: Artificial Intelligence","","2666920x","10.1016/j.caeai.2024.100282","https://lens.org/127-805-143-866-949","The majority of AI literacy studies have designed and developed self-reported questionnaires to assess AI learning and understanding. These studies assessed students' perceived AI capability rather than AI literacy because self-perceptions are seldom an accurate account of true measures. International assessment programs that use objective measures to assess science, mathematical, digital, and computational literacy back up this argument. Furthermore, because AI education research is still in its infancy, the current definition of AI literacy in the literature may not meet the needs of young students. Therefore, this study aims to develop and validate an AI literacy test for school students within the interdisciplinary project known as AI4future. Engineering and education researchers created and selected 25 multiple-choice questions to accomplish this goal, and school teachers validated them while developing an AI curriculum for middle schools. 2,390 students in grades 7 to 9 took the test. We used a Rasch model to investigate the discrimination, reliability, and validity of the items. The results showed that the model met the unidimensionality assumption and demonstrated a set of reliable and valid items. They indicate the quality of the test items. The test enables AI education researchers and practitioners to appropriately evaluate their AI-related education interventions.","2024","2025-02-17 01:19:19","2025-02-17 01:21:01","","100282-100282","","","7","","","","","","","","","","","","","","","","","Publisher: Elsevier BV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WBETVIE7","journalArticle","2024","Zhang, Helen; Perry, Anthony; Lee, Irene","Developing and Validating the Artificial Intelligence Literacy Concept Inventory: an Instrument to Assess Artificial Intelligence Literacy among Middle School Students","International Journal of Artificial Intelligence in Education","","15604292","10.1007/s40593-024-00398-x","https://lens.org/127-923-823-162-600","","2024-05-05","2025-02-17 01:19:19","2025-02-17 01:22:25","","","","","","","","","","","","","","","","","","","","","","Place: Netherlands Publisher: Springer Science and Business Media LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"API767R6","journalArticle","2023","Kim, Ilyoung; Kim, Heera","Development of Music Content Elements and Performance Expectations to Cultivate AI Literacy","Korean Association For Learner-Centered Curriculum And Instruction","","15982106","10.22251/jlcci.2023.23.18.675","https://lens.org/131-316-899-552-795","<jats:p>Objectives The purpose of this study was to develop content elements and performance expectations for integrating AI literacy with music, based on the emphasis on artificial intelligence utilization education in the revised 2022 curriculum. Methods Based on a literature review of AI literacy, this study extracted AI-related components from the “Elementary and Middle School Artificial Intelligence Education Content Standards” developed by the Ministry of Education. Subsequently, AI content elements relevant to music were identified and selected, and corresponding performance expectations for elementary and middle school levels were formulated. These content elements and performance expectations were categorized into principles and applications, aligned with the three domains of AI literacy: understanding, applying, and critiquing. Results In the “Understanding” domain, participants grasped principles related to ‘Collection and Exploration of Music Data’ and ‘Visualization and Prediction of Music Data,’ which were then applied to activities fostering an understanding of ‘Music Elements and Characteristics through AI Utilization.’ Within the “Applying” domain, principles grounded in ‘AI Advancements and Diverse Musical Applications’ were employed for activities involving ‘Performance, Creation, and Appreciation through AI-Driven Music Engagement.’ In the “Critiquing” domain, principles concerning ‘Understanding Bias and Promoting Diversity in Music Data’ and ‘Ethics and Responsible Usage of AI in Music’ were identified. This section further encapsulates content elements and performance expectations that can be utilized to comprehend broader aspects of life and careers coexisting with AI in music, extending to the ‘Copyright and Artistic Value of AI-Generated Music Works.’ Conclusions The AI literacy-enriched music content elements and performance expectations developed in this study are expected to offer insights into the future direction of curriculum development and instructional strategies within the context of AI education. These contributions are anticipated to guide the implementation of music curricula that can effectively integrate with the evolving AI education landscape, shaping the trajectory of teaching and learning.</jats:p>","2023-09-30","2025-02-17 01:19:19","2025-02-17 01:19:19","","675-689","","18","23","","","","","","","","","","","","","","","","","Publisher: Korean Association For Learner-Centered Curriculum And Instruction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7LEGMGE","journalArticle","2024","Hong, JiYeon; Kim, Kwihoon","Impact of AIoT education program on digital and AI literacy of elementary school students","Education and Information Technologies","","13602357","10.1007/s10639-024-12758-0","https://lens.org/135-160-764-823-022","","2024-08-09","2025-02-17 01:19:19","2025-02-17 01:21:23","","107-130","","1","30","","","","","","","","","","","","","","","","","Place: United Kingdom Publisher: Springer Science and Business Media LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEDX9KRH","journalArticle","2022","Zhang, Helen; Lee, Irene; Ali, Safinah; DiPaola, Daniella; Cheng, Yihong; Breazeal, Cynthia","Integrating Ethics and Career Futures with Technical Learning to Promote AI Literacy for Middle School Students: An Exploratory Study.","International journal of artificial intelligence in education","","15604306","10.1007/s40593-022-00293-3","https://lens.org/136-741-711-005-458","The rapid expansion of artificial intelligence (AI) necessitates promoting AI education at the K-12 level. However, educating young learners to become AI literate citizens poses several challenges. The components of AI literacy are ill-defined and it is unclear to what extent middle school students can engage in learning about AI as a sociotechnical system with socio-political implications. In this paper we posit that students must learn three core domains of AI: technical concepts and processes, ethical and societal implications, and career futures in the AI era. This paper describes the design and implementation of the Developing AI Literacy (DAILy) workshop that aimed to integrate middle school students' learning of the three domains. We found that after the workshop, most students developed a general understanding of AI concepts and processes (e.g., supervised learning and logic systems). More importantly, they were able to identify bias, describe ways to mitigate bias in machine learning, and start to consider how AI may impact their future lives and careers. At exit, nearly half of the students explained AI as not just a technical subject, but one that has personal, career, and societal implications. Overall, this finding suggests that the approach of incorporating ethics and career futures into AI education is age appropriate and effective for developing AI literacy among middle school students. This study contributes to the field of AI Education by presenting a model of integrating ethics into the teaching of AI that is appropriate for middle school students.","2022-05-09","2025-02-17 01:19:19","2025-02-17 01:21:54","","1-324","","2","33","","","","","","","","","","","","","","","","","Place: Netherlands Publisher: Springer Science and Business Media LLC","","; ","https://doi.org/10.1007/s40593-022-00293-3; https://link.springer.com/content/pdf/10.1007/s40593-022-00293-3.pdf","AI ethics; Bias; Career implications; Middle school education; Sociotechnical systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QVLVAERT","journalArticle","2024","Lee, Chang-Kwon; Noh, Ha-Eun; Kim, Min-Jung","A Development study of an AI Convergence Instructional Model based on Creative Problem Solving(CPS) model for Problem Formulation Competency","Korean Society for Creativity Education","","1976944x","10.36358/jce.2024.24.2.17","https://lens.org/157-626-547-550-267","<jats:p>The purpose of this study is to develop an AI Convergence instructional model to enhance problem formulation competency. To achieve this, we refer to the CT-CPS model developed for SW convergence education, based on the Creative Problem Solving (CPS) model. Additionally, research on problem discovery and understanding, Initial teaching models, design principles, and guidelines were developed by referring to studies on artificial intelligence convergence education. To validate the developed model, two rounds of expert validation were conducted with three experts in educational technology and AI-integrated education. Additionally, a class was conducted with six middle school students from a gifted education institute, where problems, solvable through a regression analysis model of supervised learning, were explored, and their responses were evaluated. The results indicate that the model can enhance problem formulation competency, AI literacy, and creative thinking skills, while also fostering knowledge in mathematics and information. The significance of this model lies in its ability to systematically design AI convergence courses for improving problem formulation competency.</jats:p>","2024-06-30","2025-02-17 01:19:19","2025-02-17 01:19:19","","17-43","","2","24","","","","","","","","","","","","","","","","","Publisher: Korean Society for Creativity Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
